Directorate,Updated,TransNo,Service,Supplier Name,Amount
Environmental Services,07/09/2009,2608438,Admin Buildings & Depots,Solo Service Group,"1,099.25"
Environmental Services,16/09/2009,2612664,Admin Buildings & Depots,Solo Service Group,"1,099.25"
Environmental Services,18/09/2009,2614732,Admin Buildings & Depots,Solo Service Group,"3,446.84"
Environmental Services,18/09/2009,2614732,Admin Buildings & Depots,Solo Service Group,"4,443.22"
Environmental Services,18/09/2009,2614732,Admin Buildings & Depots,Solo Service Group,"1,319.70"
Environmental Services,18/09/2009,2614732,Admin Buildings & Depots,Solo Service Group,"2,483.08"
Environmental Services,18/09/2009,2614732,Admin Buildings & Depots,Solo Service Group,503.06
Environmental Services,30/09/2009,2617556,Admin Buildings & Depots,South East Water Plc,"2,598.88"
Environmental Services,21/09/2009,2615177,Admin Buildings & Depots,Southern Electric Plc,"1,864.15"
Environmental Services,04/09/2009,2612740,Admin Buildings & Depots,Thames Services Group Ltd,"1,853.01"
Environmental Services,30/09/2009,2617695,Admin Buildings & Depots,Thames Services Group Ltd,"1,853.01"
Environmental Services,21/09/2009,2615195,Admin Buildings & Depots,Thames Water Utilities Ltd,"4,489.63"
Environmental Services,03/09/2009,2612653,Admin Buildings & Depots,Total Gas & Power Limited,563.11
Environmental Services,18/09/2009,2615210,Admin Buildings & Depots,Total Gas & Power Limited,572.61
Environmental Services,21/09/2009,2615219,Admin Buildings & Depots,Total Gas & Power Limited,684.7
Environmental Services,24/09/2009,2615909,Admin Buildings & Depots,Windsor Project Management Ltd,607.52
Environmental Services,30/09/2009,2617820,Admin Buildings & Depots,Windsor Project Management Ltd,922.03
Environmental Services,24/09/2009,2616339,Amenity Litter,Veolia ES Onyx Ltd,"152,533.28"
Environmental Services,10/09/2009,2613905,Amenity Litter,Westdene Ltd,"3,507.75"
Environmental Services,07/09/2009,2612477,Amenity Litter,Windsor & District Housing Association,585.02
Environmental Services,14/09/2009,2613900,CCTV,Computerised & Digital Security Systems Ltd,"4,605.00"
Environmental Services,29/09/2009,2617448,CCTV,Tavcom Limited,"1,660.00"
Environmental Services,29/09/2009,2617451,CCTV,Tavcom Limited,830
Environmental Services,17/09/2009,2614524,Coach & Car Parks,Alfia Limited,690.25
Environmental Services,30/09/2009,2617623,Coach & Car Parks,Alfia Limited,521.42
Environmental Services,30/09/2009,2617624,Coach & Car Parks,Alfia Limited,514.15
Environmental Services,07/09/2009,2613017,Coach & Car Parks,Ambleglow Ltd,"1,287.12"
Environmental Services,08/09/2009,2613355,Coach & Car Parks,British Parking Association,"1,750.00"
Environmental Services,25/09/2009,2616274,Coach & Car Parks,British Telecommunications Plc,"1,105.85"
Environmental Services,03/09/2009,2612461,Coach & Car Parks,Courtney Coaches Ltd,"9,359.25"
Environmental Services,10/09/2009,2613580,Coach & Car Parks,Doherty Baines Chartered Surveyors,"11,305.18"
Environmental Services,28/09/2009,2616873,Coach & Car Parks,Fashion Systems Ltd,"1,480.44"
Environmental Services,04/09/2009,2612761,Coach & Car Parks,Group 4 Securicor,"2,714.40"
Environmental Services,17/09/2009,2614441,Coach & Car Parks,Group 4 Securicor,"1,020.53"
Environmental Services,28/09/2009,2616871,Coach & Car Parks,Group 4 Securicor,"2,273.83"
Environmental Services,10/09/2009,2613871,Coach & Car Parks,Metric Group Ltd,"8,969.94"
Environmental Services,28/09/2009,2616869,Coach & Car Parks,NPower Commercial Gas Ltd,"4,312.16"
Environmental Services,25/09/2009,2616686,Coach & Car Parks,S & L Building Services Ltd,"6,915.00"
Environmental Services,28/09/2009,2616949,Coach & Car Parks,S & L Building Services Ltd,"5,313.21"
Environmental Services,04/09/2009,2612754,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"1,323.34"
Environmental Services,04/09/2009,2612755,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"1,472.13"
Environmental Services,04/09/2009,2612756,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"1,309.01"
Environmental Services,04/09/2009,2612757,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"1,826.55"
Environmental Services,04/09/2009,2612758,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"1,368.79"
Environmental Services,10/09/2009,2613874,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"3,443.44"
Environmental Services,10/09/2009,2613875,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"3,114.64"
Environmental Services,17/09/2009,2614709,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,"4,145.89"
Environmental Services,25/09/2009,2616122,Coach & Car Parks,Scottish&Southern Energy PLC T/A South.Electric,874.19
Environmental Services,10/09/2009,2613739,Coach & Car Parks,Security Control Systems,"1,560.00"
Environmental Services,12/09/2009,2614249,Coach & Car Parks,Security Control Systems,"1,145.00"
Environmental Services,04/09/2009,2612753,Coach & Car Parks,Thames Valley Police Authority,587.4
Environmental Services,08/09/2009,2613301,Coach & Car Parks,The Parking Shop Limited,725
Environmental Services,21/09/2009,2615858,Coach & Car Parks,The Parking Shop Limited,"1,360.00"
Environmental Services,13/09/2009,2614169,Crime and Disorder,John Graham Commercials,564.61
Environmental Services,25/09/2009,2615141,Environmental Health,Baylis Media Ltd Maidenhead Advertiser,"1,745.28"
Environmental Services,25/09/2009,2616758,Environmental Health,First City Partnership Limited,"4,462.50"
Environmental Services,22/09/2009,2615180,Environmental Health,NSF-CMi Ltd,"2,845.00"
Environmental Services,22/09/2009,2615182,Environmental Health,NSF-CMi Ltd,830
Environmental Services,02/09/2009,2610152,Environmental Health,SDK Environment Ltd,"1,315.00"
Environmental Services,02/09/2009,2610153,Environmental Health,SDK Environment Ltd,"3,841.67"
Environmental Services,16/09/2009,2614946,Environmental Health,SDK Environment Ltd,"6,325.67"
Environmental Services,16/09/2009,2614947,Environmental Health,SDK Environment Ltd,"1,315.00"
Environmental Services,08/09/2009,2613213,Highway Maintenance,Clearaway Drainage Services Limited,"2,380.00"
Environmental Services,29/09/2009,2617497,Highway Maintenance,Euro Environmental Contracts Ltd,"2,522.00"
Environmental Services,15/09/2009,2614493,Highway Maintenance,Scottish&Southern Energy PLC T/A South.Electric,"44,775.99"
Environmental Services,18/09/2009,2615482,Highway Maintenance,Scottish&Southern Energy PLC T/A South.Electric,558.71
Environmental Services,21/09/2009,2615835,Highway Maintenance,Sherwood Bros & Burton (Maidenhead) Ltd,880.87
Environmental Services,21/09/2009,2615837,Highway Maintenance,Sherwood Bros & Burton (Maidenhead) Ltd,"1,279.10"
Environmental Services,21/09/2009,2615838,Highway Maintenance,Sherwood Bros & Burton (Maidenhead) Ltd,"1,416.90"
Environmental Services,21/09/2009,2615840,Highway Maintenance,Sherwood Bros & Burton (Maidenhead) Ltd,"4,250.25"
Environmental Services,29/09/2009,2617447,Highway Maintenance,Sherwood Bros & Burton (Maidenhead) Ltd,"6,500.00"
Environmental Services,03/09/2009,2612590,Highway Maintenance,Southern Electric Contracting Ltd,"72,610.60"
Environmental Services,03/09/2009,2612591,Highway Maintenance,Southern Electric Contracting Ltd,"83,709.21"
Environmental Services,08/09/2009,2613235,Highway Maintenance,Street Furnishings Limited,"1,701.37"
Environmental Services,21/09/2009,2615851,Highway Maintenance,Street Furnishings Limited,684
Environmental Services,01/09/2009,2612073,Highways & Engineering Unit,Buchanan Computing Limited,"1,925.00"
Environmental Services,21/09/2009,2615676,Highways & Engineering Unit,exeGesIS SDM Ltd,870.23
Environmental Services,11/09/2009,2614188,Highways & Engineering Unit,Matchtech Group plc,525
Environmental Services,14/09/2009,2614189,Highways & Engineering Unit,Matchtech Group plc,"1,750.00"
Environmental Services,11/09/2009,2614190,Highways & Engineering Unit,Matchtech Group plc,"1,225.00"
Environmental Services,21/09/2009,2615662,Highways & Engineering Unit,Matchtech Group plc,"1,400.00"
Environmental Services,01/09/2009,2612203,Highways & Engineering Unit,Vodafone Limited (Corporate),838.54
Environmental Services,21/09/2009,2615904,Highways & Engineering Unit,Vodafone Limited (Corporate),722.83
Environmental Services,09/09/2009,2613396,Industrial & Commercial Estates,Axis Elevators Ltd,626.25
Environmental Services,09/09/2009,2613397,Industrial & Commercial Estates,Axis Elevators Ltd,626.25
Environmental Services,29/09/2009,2616475,Industrial & Commercial Estates,Cornerstone & Thomson Roddick,"1,575.00"
Environmental Services,18/09/2009,2614732,Industrial & Commercial Estates,Solo Service Group,847.91
Environmental Services,30/09/2009,2617560,Industrial & Commercial Estates,South East Water Plc,601.1
Environmental Services,24/09/2009,2616340,Land Drainage,Jacobs Babtie,"1,593.28"
Environmental Services,09/09/2009,2613417,Local Transport Plan,ACIS,"8,899.38"
Environmental Services,10/09/2009,2614034,Local Transport Plan,Ambleglow Ltd,766.54
Environmental Services,21/09/2009,2615677,Local Transport Plan,Ambleglow Ltd,554.16
Environmental Services,24/09/2009,2616407,Local Transport Plan,ATG Access,"6,461.00"
Environmental Services,30/09/2009,2617322,Local Transport Plan,Balfour Beatty Infrastructure Services Ltd,"1,210.85"
Environmental Services,01/10/2009,2617475,Local Transport Plan,CBS Outdoor Ltd,"1,615.38"
Environmental Services,01/10/2009,2618089,Local Transport Plan,Clearwater 2010 Ltd,528.15
Environmental Services,09/09/2009,2613542,Local Transport Plan,Furnitubes International Ltd,917
Environmental Services,07/09/2009,2612759,Local Transport Plan,Jacobs Babtie,"6,531.94"
Environmental Services,30/09/2009,2617680,Local Transport Plan,Micro Drainage Ltd,"6,000.00"
Environmental Services,30/09/2009,2617682,Local Transport Plan,MK Surveys,"1,900.00"
Environmental Services,10/09/2009,2613828,Local Transport Plan,Peek Traffic Limited,"10,000.00"
Environmental Services,09/09/2009,2613410,Local Transport Plan,Peter Brett Associates LLP,"4,830.68"
Environmental Services,18/09/2009,2615269,Local Transport Plan,Rawlison Butler LLP,500
Environmental Services,21/09/2009,2615839,Local Transport Plan,Sherwood Bros & Burton (Maidenhead) Ltd,709
Environmental Services,21/09/2009,2615675,Local Transport Plan,Smallwood,570
Environmental Services,07/09/2009,2613019,On Street Parking,Bemrose Booth,"2,067.50"
Environmental Services,30/09/2009,2617672,On Street Parking,Bemrose Booth,"1,204.71"
Environmental Services,17/09/2009,2614225,On Street Parking,Her Majestys Court Services (HMCS),"5,000.00"
Environmental Services,10/09/2009,2613870,On Street Parking,Metric Group Ltd,"5,766.39"
Environmental Services,28/09/2009,2616951,On Street Parking,O2 (UK) Ltd,648.04
Environmental Services,18/09/2009,2615606,Operations,Berkshire Association of Clubs for Young People,"3,839.98"
Environmental Services,28/09/2009,2616970,Operations,Cornerstone & Thomson Roddick,"2,975.88"
Environmental Services,14/09/2009,2613925,Operations,Vodafone Limited (Corporate),870.81
Environmental Services,21/09/2009,2615481,Other Highway Services,Balfour Beatty Infrastructure Services Ltd,"485,654.83"
Environmental Services,01/10/2009,2617091,Other Highway Services,Berkshire Tree Care,"20,270.00"
Environmental Services,11/09/2009,2613322,Other Highway Services,Bracknell Forest Borough Council,"4,500.00"
Environmental Services,09/09/2009,2613536,Other Highway Services,Data Insight,"1,632.00"
Environmental Services,08/09/2009,2612742,Other Highway Services,ISS Waterers Landscape,"25,579.28"
Environmental Services,04/09/2009,2612776,Other Highway Services,ISS Waterers Landscape,528.96
Environmental Services,08/09/2009,2613305,Other Highway Services,ISS Waterers Landscape,"1,874.44"
Environmental Services,08/09/2009,2613309,Other Highway Services,ISS Waterers Landscape,"4,772.88"
Environmental Services,08/09/2009,2613307,Other Highway Services,Landmark Tree Surgery,655
Environmental Services,25/09/2009,2616522,Other Highway Services,Landmark Tree Surgery,620
Environmental Services,21/09/2009,2615483,Other Highway Services,The Stilwell Partnership,"3,462.75"
Environmental Services,30/09/2009,2617809,Other Highway Services,TRL,750
Environmental Services,04/09/2009,2612773,Parking Schemes,Computerised & Digital Security Systems Ltd,830
Environmental Services,18/09/2009,2614244,Parking Schemes,Mobile Traffic Solutions (MTS),"72,374.00"
Environmental Services,10/09/2009,2613452,Parking Schemes,Peter Brett Associates LLP,"2,726.86"
Environmental Services,10/09/2009,2613453,Parking Schemes,Peter Brett Associates LLP,"1,511.95"
Environmental Services,10/09/2009,2613454,Parking Schemes,Peter Brett Associates LLP,"1,512.00"
Environmental Services,10/09/2009,2613456,Parking Schemes,Peter Brett Associates LLP,"1,008.00"
Environmental Services,10/09/2009,2614032,Parking Schemes,Peter Brett Associates LLP,"10,162.95"
Environmental Services,30/09/2009,2616947,Parking Schemes,S & L Building Services Ltd,"1,696.00"
Environmental Services,10/09/2009,2613457,Parking Schemes,Sky High Traffic Surveys,"3,200.00"
Environmental Services,04/09/2009,2612733,Parking Schemes,Stag  Property Maintenance,912
Environmental Services,14/09/2009,2613936,Public Conveniences,Thames Water Utilities Ltd,"1,431.56"
Environmental Services,14/09/2009,2613941,Public Conveniences,Thames Water Utilities Ltd,611.23
Environmental Services,14/09/2009,2613946,Public Conveniences,Thames Water Utilities Ltd,760.44
Environmental Services,30/09/2009,2617351,Public Conveniences,Thames Water Utilities Ltd,570.14
Environmental Services,07/09/2009,2612738,Public Protection,Ascendit Lifts Ltd,"4,115.50"
Environmental Services,07/09/2009,2612739,Public Protection,Ascendit Lifts Ltd,"1,575.00"
Environmental Services,14/09/2009,2614245,Public Protection,D.W.Services,"5,450.00"
Environmental Services,15/09/2009,2614250,Public Protection,Maidenhead & District Housing Association,"5,650.00"
Environmental Services,14/09/2009,2614253,Public Protection,Maidenhead & District Housing Association,"6,510.00"
Environmental Services,14/09/2009,2614254,Public Protection,Maidenhead & District Housing Association,"4,985.00"
Environmental Services,14/09/2009,2614243,Public Protection,Oxford Mobility Services,"3,703.02"
Environmental Services,09/09/2009,2612682,Public Protection,Weir & Carmichael Ltd,"83,200.00"
Environmental Services,14/09/2009,2614238,Public Protection,Windsor & District Housing Association,"5,500.00"
Environmental Services,14/09/2009,2614239,Public Protection,Windsor & District Housing Association,908.77
Environmental Services,21/09/2009,2615661,Rights of Way,Heathland Management Services,"2,546.81"
Environmental Services,10/09/2009,2613907,Road Safety & Crossing Patrols,Scanglo Limited,530
Environmental Services,07/09/2009,2612255,Trading Accounts,Berkshire Macadams Ltd,803.92
Environmental Services,07/09/2009,2612257,Trading Accounts,Berkshire Macadams Ltd,582.63
Environmental Services,07/09/2009,2612260,Trading Accounts,Berkshire Macadams Ltd,524.32
Environmental Services,07/09/2009,2612263,Trading Accounts,Berkshire Macadams Ltd,779.61
Environmental Services,07/09/2009,2612605,Trading Accounts,Berkshire Macadams Ltd,790.47
Environmental Services,14/09/2009,2614019,Trading Accounts,Berkshire Macadams Ltd,633.37
Environmental Services,14/09/2009,2614022,Trading Accounts,Berkshire Macadams Ltd,649.04
Environmental Services,14/09/2009,2614025,Trading Accounts,Berkshire Macadams Ltd,846.73
Environmental Services,21/09/2009,2615204,Trading Accounts,Berkshire Macadams Ltd,771.41
Environmental Services,28/09/2009,2616218,Trading Accounts,Berkshire Macadams Ltd,813.6
Environmental Services,28/09/2009,2616220,Trading Accounts,Berkshire Macadams Ltd,517.07
Environmental Services,21/09/2009,2615178,Trading Accounts,G P T Services Ltd,"1,440.00"
Environmental Services,14/09/2009,2613928,Trading Accounts,Oades Plant,633.29
Environmental Services,02/09/2009,2612296,Trading Accounts,Premier Autogas Ltd,"1,475.37"
Environmental Services,29/09/2009,2617473,Trading Accounts,Street Furnishings Limited,"1,305.00"
Environmental Services,09/09/2009,2613273,Trading Standards,Civica UK Ltd,"1,560.00"
Environmental Services,25/09/2009,2614703,Trading Standards,Intelligent Data System (UK) Ltd,846
Environmental Services,09/09/2009,2613278,Trading Standards,Kent County Council,"1,687.00"
Environmental Services,07/09/2009,2612397,Traffic Management,Ambleglow Ltd,"1,448.44"
Environmental Services,14/09/2009,2613908,Traffic Management,Ambleglow Ltd,703.84
Environmental Services,14/09/2009,2613910,Traffic Management,Ambleglow Ltd,"1,742.80"
Environmental Services,14/09/2009,2613912,Traffic Management,Ambleglow Ltd,"1,320.40"
Environmental Services,14/09/2009,2613913,Traffic Management,Ambleglow Ltd,"1,448.44"
Environmental Services,14/09/2009,2613915,Traffic Management,Ambleglow Ltd,648.52
Environmental Services,14/09/2009,2613916,Traffic Management,Ambleglow Ltd,648.52
Environmental Services,14/09/2009,2613918,Traffic Management,Ambleglow Ltd,734.22
Environmental Services,14/09/2009,2613919,Traffic Management,Ambleglow Ltd,647.86
Environmental Services,30/09/2009,2615845,Traffic Management,Ambleglow Ltd,"1,448.44"
Environmental Services,07/09/2009,2612273,Traffic Management,Siemens Traffic Controls Plc,"3,364.72"
Environmental Services,07/09/2009,2612274,Traffic Management,Siemens Traffic Controls Plc,"1,843.73"
Environmental Services,07/09/2009,2612275,Traffic Management,Siemens Traffic Controls Plc,"8,669.25"
Environmental Services,03/09/2009,2612267,Traffic Management,Simone Surveys Limited,600
Environmental Services,03/09/2009,2612270,Traffic Management,Simone Surveys Limited,"1,200.00"
Environmental Services,03/09/2009,2612271,Traffic Management,Simone Surveys Limited,600
Environmental Services,01/09/2009,2612324,Traffic Management,Simone Surveys Limited,735
Environmental Services,01/09/2009,2612326,Traffic Management,Simone Surveys Limited,500
Environmental Services,01/09/2009,2612328,Traffic Management,Simone Surveys Limited,500
Environmental Services,01/09/2009,2612330,Traffic Management,Simone Surveys Limited,500
Environmental Services,08/09/2009,2612774,Traffic Management,Simone Surveys Limited,500
Environmental Services,24/09/2009,2615665,Traffic Management,Simone Surveys Limited,500
Environmental Services,30/09/2009,2617323,Traffic Management,The Graphic Company,790
Environmental Services,24/09/2009,2615480,Traffic Management,Wokingham Borough Council,"6,731.68"
Environmental Services,03/09/2009,2612462,Transportation,Courtney Coaches Ltd,"29,297.41"
Environmental Services,03/09/2009,2612464,Transportation,Courtney Coaches Ltd,969.76
Environmental Services,24/09/2009,2616281,Transportation,White Bus Services,"11,258.78"
Environmental Services,09/09/2009,2612465,Waste Management,Baylis Media Ltd Maidenhead Advertiser,500
Environmental Services,25/09/2009,2615141,Waste Management,Baylis Media Ltd Maidenhead Advertiser,900
Environmental Services,09/09/2009,2612630,Waste Management,Community Development Service,"1,795.00"
Environmental Services,09/09/2009,2612484,Waste Management,Community Information Services Ltd,650
Environmental Services,09/09/2009,2612342,Waste Management,Southern Electric Plc,"1,026.01"
Environmental Services,09/09/2009,2612963,Waste Management,Thames Hospicecare,"3,974.90"
Environmental Services,09/09/2009,2612963,Waste Management,Thames Hospicecare,"5,165.35"
Environmental Services,09/09/2009,2612750,Waste Management,Veolia ES Onyx Ltd,"52,135.60"
Environmental Services,25/09/2009,2614943,Waste Management,Veolia ES Onyx Ltd,"186,805.81"
Environmental Services,25/09/2009,2614943,Waste Management,Veolia ES Onyx Ltd,"103,587.76"
Environmental Services,25/09/2009,2614943,Waste Management,Veolia ES Onyx Ltd,"61,262.56"
Environmental Services,25/09/2009,2614952,Waste Management,Veolia ES Onyx Ltd,"46,671.91"
Environmental Services,25/09/2009,2616700,Waste Management,Veolia ES Onyx Ltd,"4,863.16"
Environmental Services,25/09/2009,2616700,Waste Management,Veolia ES Onyx Ltd,"47,748.99"
Environmental Services,25/09/2009,2616700,Waste Management,Veolia ES Onyx Ltd,"66,848.86"
"Policy, Performance & Planning",04/09/2009,2612741,Building Control,Associated Structural Design Ltd,760.07
"Policy, Performance & Planning",03/09/2009,2612701,Building Control,Vodafone Limited (Corporate),543.78
"Policy, Performance & Planning",02/09/2009,2612469,Corporate Comms & Marketing,Baylis Media Ltd Maidenhead Advertiser,"9,270.00"
"Policy, Performance & Planning",15/09/2009,2614480,Electoral Services,Premier Concepts,"1,690.00"
"Policy, Performance & Planning",18/09/2009,2615423,Electoral Services,Print UK Com,"6,382.98"
"Policy, Performance & Planning",22/09/2009,2615888,Electoral Services,Royal Mail,"10,115.12"
"Policy, Performance & Planning",30/09/2009,2617553,Electoral Services,Royal Mail,"2,765.81"
"Policy, Performance & Planning",12/09/2009,2614256,General Grants,Maidenhead Citizens Advice Bureau,"22,778.50"
"Policy, Performance & Planning",30/09/2009,2616966,General Grants,Maidenhead Citizens Advice Bureau,"22,778.50"
"Policy, Performance & Planning",24/09/2009,2616251,General Grants,Windsor Fringe,"2,500.00"
"Policy, Performance & Planning",18/09/2009,2615330,Joint Strategic Planning,Richard Tyndall Ltd,888
"Policy, Performance & Planning",18/09/2009,2615424,Joint Strategic Planning,W S Atkins (Services) Ltd,"4,694.44"
"Policy, Performance & Planning",15/09/2009,2614487,Member Services,Lex Vehicle Partners Ltd,518.99
"Policy, Performance & Planning",08/09/2009,2612977,Member Services,Vodafone Limited (Corporate),561.54
"Policy, Performance & Planning",01/09/2009,2612109,Partnerships,80:20 Performance Solutions,"1,500.00"
"Policy, Performance & Planning",08/09/2009,2612641,Partnerships,Richard Clark Training,750
"Policy, Performance & Planning",29/09/2009,2617386,Planning & Development Team,WSP Development & Transportation,"39,665.00"
"Policy, Performance & Planning",29/09/2009,2617387,Planning & Development Team,WSP Development & Transportation,"14,000.00"
"Policy, Performance & Planning",03/09/2009,2612655,Public Halls,Scottish&Southern Energy PLC T/A South.Electric,556.45
"Policy, Performance & Planning",22/09/2009,2615920,Public Halls,Scottish&Southern Energy PLC T/A South.Electric,669.54
"Policy, Performance & Planning",18/09/2009,2614732,Public Halls,Solo Service Group,512.21
"Policy, Performance & Planning",07/09/2009,2612950,Town & Country Planning,Ambleglow Ltd,568.48
"Policy, Performance & Planning",07/09/2009,2612951,Town & Country Planning,Ambleglow Ltd,702.32
"Policy, Performance & Planning",19/09/2009,2615500,Town & Country Planning,Ambleglow Ltd,561.64
"Policy, Performance & Planning",04/09/2009,2612766,Town & Country Planning,Building Research Establishment Ltd (BRE),"1,475.00"
"Policy, Performance & Planning",04/09/2009,2612767,Town & Country Planning,Building Research Establishment Ltd (BRE),"3,750.00"
"Policy, Performance & Planning",14/09/2009,2614184,Town & Country Planning,DTZ,"7,000.00"
"Policy, Performance & Planning",08/09/2009,2613303,Town & Country Planning,ISS Waterers Landscape,597.28
"Policy, Performance & Planning",18/09/2009,2615121,Town & Country Planning,Limehouse Software Ltd,"8,627.62"
"Policy, Performance & Planning",04/09/2009,2612608,Town Management,Adspay Ltd,822.5
"Policy, Performance & Planning",25/09/2009,2615485,Town Management,Adspay Ltd,861.25
"Policy, Performance & Planning",02/09/2009,2612482,Town Management,KMD Visual Communications,870
"Policy, Performance & Planning",10/09/2009,2613582,Town Management,Legoland Windsor Park Ltd,"2,021.74"
"Policy, Performance & Planning",25/09/2009,2616348,Town Management,Legoland Windsor Park Ltd,"6,826.09"
"Policy, Performance & Planning",04/09/2009,2612544,Town Management,National Express,951.43
"Policy, Performance & Planning",08/09/2009,2613321,Town Management,The Leisure Pass Group Ltd,"1,763.75"
Resources,24/09/2009,2612454,Accountancy Division,Ambleglow Ltd,837.04
Resources,01/09/2009,2611818,Accountancy Division,CIPFA,800
Resources,24/09/2009,2616423,Accountancy Division,Dell  Corporation Ltd,644.4
Resources,03/09/2009,2612621,Accountancy Division,FTC Kaplan,"2,208.75"
Resources,30/09/2009,2617153,Accountancy Division,Pertemps Recruitment Partnership,"1,514.40"
Resources,30/09/2009,2617154,Accountancy Division,Pertemps Recruitment Partnership,"3,028.80"
Resources,07/09/2009,2612568,Audit and Risk Management,Badenoch & Clark,863.5
Resources,10/09/2009,2613686,Audit and Risk Management,Badenoch & Clark,"1,062.11"
Resources,17/09/2009,2615194,Audit and Risk Management,Badenoch & Clark,"1,070.74"
Resources,29/09/2009,2615905,Audit and Risk Management,Badenoch & Clark,"1,053.47"
Resources,29/09/2009,2617379,Audit and Risk Management,Badenoch & Clark,"1,070.74"
Resources,02/09/2009,2611328,Audit and Risk Management,Wishtrac House Limited,596.76
Resources,18/09/2009,2615496,Business Improvement,Astun Technology Ltd,"8,950.00"
Resources,07/09/2009,2612937,Business Improvement,Capita Training Ltd,605
Resources,02/09/2009,2612394,Business Improvement,Dell  Corporation Ltd,"1,677.90"
Resources,21/09/2009,2615854,Business Improvement,Dell  Corporation Ltd,"1,023.45"
Resources,28/09/2009,2617082,Business Improvement,Dell  Corporation Ltd,"1,058.40"
Resources,30/09/2009,2617632,Business Improvement,Dell  Corporation Ltd,"1,011.45"
Resources,23/09/2009,2616084,Business Improvement,Equanet,"3,000.00"
Resources,30/09/2009,2617648,Business Improvement,Frontier Software plc,"2,000.00"
Resources,11/09/2009,2614194,Business Improvement,Intercept IT Ltd,"2,000.00"
Resources,02/09/2009,2581823,Business Improvement,Pertemps Recruitment Partnership,992.88
Resources,02/09/2009,2581863,Business Improvement,Pertemps Recruitment Partnership,"9,046.24"
Resources,02/09/2009,2581936,Business Improvement,Pertemps Recruitment Partnership,"6,619.20"
Resources,02/09/2009,2583511,Business Improvement,Pertemps Recruitment Partnership,"3,295.81"
Resources,01/09/2009,2612068,Business Improvement,Phoenix Software Ltd,867.88
Resources,21/09/2009,2615443,Business Improvement,South East Employers,750
Resources,15/09/2009,2613467,Business Improvement,Touchpaper,950
Resources,09/09/2009,2613651,Business Improvement,Vodafone Limited (Corporate),533.43
Resources,09/09/2009,2613653,Business Improvement,Vodafone Limited (Corporate),"1,014.13"
Resources,10/09/2009,2613654,Business Improvement,Vodafone Limited (Corporate),"1,516.76"
Resources,01/09/2009,2612298,Corporate HR,Ashridge,"1,709.26"
Resources,18/09/2009,2615506,Corporate HR,ETC,770
Resources,18/09/2009,2615489,Corporate HR,Gallagher Training Initiatives,650
Resources,01/09/2009,2612281,Corporate HR,Herald Productions Limited,"1,875.00"
Resources,08/09/2009,2612969,Corporate HR,Herald Productions Limited,"1,875.00"
Resources,18/09/2009,2615388,Corporate HR,Matrix Service Development & Training Limited,906
Resources,18/09/2009,2615392,Corporate HR,Matrix Service Development & Training Limited,"1,812.00"
Resources,25/09/2009,2616683,Corporate HR,MTS Consultancy Services Ltd,"9,000.00"
Resources,07/09/2009,2612954,Corporate IT,Comserve Ltd,"1,110.75"
Resources,07/09/2009,2612955,Corporate IT,Comserve Ltd,"1,076.25"
Resources,15/09/2009,2614561,Corporate IT,NCC Services Ltd (Part of NCC Group),945
Resources,24/09/2009,2616414,Corporate IT,Phoenix Software Ltd,"12,000.00"
Resources,24/09/2009,2616419,Council Tax & Business Rates Collection,Dell  Corporation Ltd,"5,799.55"
Resources,05/09/2009,2612471,Council Tax & Business Rates Collection,Financial Data Management Ltd,998.52
Resources,22/09/2009,2615888,Council Tax & Business Rates Collection,Royal Mail,"2,918.44"
Resources,30/09/2009,2617533,CSC,Ecopy Inc,"5,500.00"
Resources,17/09/2009,2615254,CSC,Firmstep,"3,000.00"
Resources,24/09/2009,2616644,CSC,Siemens plc,"2,000.00"
Resources,28/09/2009,2616044,Customer Service Centre,Pertemps Recruitment Partnership,625.87
Resources,08/09/2009,2611284,Directorate Support,Canon (UK) Ltd,"1,351.75"
Resources,08/09/2009,2611287,Directorate Support,Canon (UK) Ltd,"4,037.41"
Resources,08/09/2009,2611289,Directorate Support,Canon (UK) Ltd,618.21
Resources,08/09/2009,2612533,Directorate Support,Canon (UK) Ltd,649.99
Resources,08/09/2009,2612537,Directorate Support,Canon (UK) Ltd,545.79
Resources,08/09/2009,2612538,Directorate Support,Canon (UK) Ltd,"2,278.43"
Resources,08/09/2009,2612539,Directorate Support,Canon (UK) Ltd,519.45
Resources,08/09/2009,2612546,Directorate Support,Canon (UK) Ltd,"1,283.78"
Resources,08/09/2009,2611281,Directorate Support,James McNaughton Paper,648.5
Resources,08/09/2009,2612557,Directorate Support,M P Printers (Thame) Ltd,"1,581.00"
Resources,08/09/2009,2612559,Directorate Support,M P Printers (Thame) Ltd,"1,325.00"
Resources,08/09/2009,2611310,Directorate Support,Pitney Bowes Finance PLC,554.76
Resources,17/09/2009,2615288,Directorate Support,Pitney Bowes Finance PLC,530
