Directorate,Updated,Service,Supplier Name,Amount,Type
Adult & Community Services,11/03/2010,Windsor Leisure Centre,Arcadia Services Limited,"6,048.33",Revenue
Adult & Community Services,11/03/2010,Windsor Leisure Centre,Arcadia Services Limited,"1,168.00",Revenue
Children's Services,22/03/2010,ISB,Archway Lawnmowers,"1,142.61",Revenue
Resources,20/03/2010,Business Improvement,Arcus Global Limited,"6,750.00",Capital
Environmental Services,23/03/2010,Asset Management,Arena Fire Systems,"2,834.87",Capital
Childrens Services,25/03/2010,Schools-Non Devolved,Arena Fire Systems,"1,150.00",Capital
Childrens Services,25/03/2010,Schools-Non Devolved,Arena Fire Systems,"1,150.00",Capital
Environmental Services,23/03/2010,Admin Buildings & Depots,Arena Fire Systems,"4,159.13",Revenue
Environmental Services,20/03/2010,Coach & Car Parks,Arena Fire Systems,958,Revenue
Children's Services,05/02/2010,ISB,Arena Fire Systems,"3,055.00",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Argos Business Solutions,999.94,Revenue
Environmental Services,04/01/2010,Coach & Car Parks,Argos Distribution Ltd,834.64,Revenue
Children's Services,22/01/2010,Safeguarding & Specialist Services,Argos Ltd trading as Argos Business Solutions,744.7,Revenue
Children's Services,22/03/2010,Safeguarding & Specialist Services,Argos Ltd trading as Argos Business Solutions,607.67,Revenue
Adult & Community Services,27/03/2010,Learning Disability,Arjo Ltd,"2,406.00",Revenue
"Policy,Performance & Planning",15/03/2010,Town Management,Arka Cartographics Limited,"4,700.00",Revenue
Adult & Community Services,13/01/2010,Concessionary Transport,Arriva The Shires And Essex,"4,730.43",Revenue
Adult & Community Services,04/02/2010,Concessionary Transport,Arriva The Shires And Essex,"3,784.86",Revenue
Adult & Community Services,18/03/2010,Concessionary Transport,Arriva The Shires And Essex,"3,877.74",Revenue
Adult & Community Services,30/03/2010,Concessionary Transport,Arriva The Shires And Essex,"3,254.67",Revenue
Environmental Services,23/03/2010,Public Protection,Ascendit Lifts Ltd,"4,424.00",Capital
Environmental Services,24/03/2010,Public Protection,Ascendit Lifts Ltd,"2,120.00",Capital
Children's Services,25/02/2010,ISB,ASCL,815.4,Revenue
Children's Services,22/03/2010,Families & Young People,ASCO Educational Supplies Ltd,539.7,Revenue
Children's Services,27/03/2010,Families & Young People,ASCO Educational Supplies Ltd,693.6,Revenue
Children's Services,31/03/2010,Families & Young People,ASCO Educational Supplies Ltd,576.85,Revenue
Children's Services,05/01/2010,ISB,Ascot Cars,926.4,Revenue
Children's Services,27/01/2010,ISB,Ascot Cars,513.6,Revenue
Children's Services,03/03/2010,ISB,Ascot Cars,872.8,Revenue
Children's Services,23/03/2010,ISB,Ascot Cars,742.8,Revenue
Children's Services,25/02/2010,Education & Childcare Services,Ascot Hospitality,"2,520.00",Revenue
Childrens Services,24/02/2010,Non Schools,Ascot Nursery School,"14,338.10",Capital
Children's Services,12/01/2010,ISB,Ascot Nursery School,"10,048.28",Revenue
Children's Services,02/03/2010,ISB,Ascot Nursery School,"2,838.23",Revenue
Adult & Community Services,19/03/2010,Outdoor Facilities,Ascot United Football Club,"30,000.00",Capital
Environmental Services,19/01/2010,Transportation,Ashford Luxury Coaches,"1,228.55",Revenue
Environmental Services,19/01/2010,Transportation,Ashford Luxury Coaches,"1,253.13",Revenue
Environmental Services,19/01/2010,Transportation,Ashford Luxury Coaches,"1,253.13",Revenue
Environmental Services,30/03/2010,Transportation,Ashford Luxury Coaches,"1,253.13",Revenue
Adult & Community Services,15/02/2010,Concessionary Transport,Ashford Luxury Coaches,"2,904.33",Revenue
Children's Services,20/03/2010,ISB,Ashley Blind Contracts,565,Revenue
Children's Services,23/03/2010,ISB,Ashley Blind Contracts,960,Revenue
Children's Services,23/03/2010,ISB,Ashley Blind Contracts,"2,905.00",Revenue
Adult & Community Services,04/01/2010,Libraries & Information Services,Askews Library Services Ltd,698.86,Revenue
Adult & Community Services,04/01/2010,Libraries & Information Services,Askews Library Services Ltd,567.15,Revenue
Adult & Community Services,08/02/2010,Libraries & Information Services,Askews Library Services Ltd,986.47,Revenue
Adult & Community Services,08/02/2010,Libraries & Information Services,Askews Library Services Ltd,"1,771.88",Revenue
Adult & Community Services,02/03/2010,Libraries & Information Services,Askews Library Services Ltd,"1,230.50",Revenue
Adult & Community Services,02/03/2010,Libraries & Information Services,Askews Library Services Ltd,"1,279.13",Revenue
Adult & Community Services,09/03/2010,Libraries & Information Services,Askews Library Services Ltd,"1,180.55",Revenue
Adult & Community Services,09/03/2010,Libraries & Information Services,Askews Library Services Ltd,"1,289.09",Revenue
Adult & Community Services,12/03/2010,Libraries & Information Services,Askews Library Services Ltd,"1,439.58",Revenue
Adult & Community Services,17/03/2010,Libraries & Information Services,Askews Library Services Ltd,727.13,Revenue
Adult & Community Services,17/03/2010,Libraries & Information Services,Askews Library Services Ltd,594.44,Revenue
Adult & Community Services,22/03/2010,Libraries & Information Services,Askews Library Services Ltd,"11,323.03",Revenue
Adult & Community Services,30/03/2010,Libraries & Information Services,Askews Library Services Ltd,"1,271.89",Revenue
Children's Services,13/01/2010,ISB,Asquith Nurseries Ltd,"4,563.97",Revenue
Children's Services,02/03/2010,ISB,Asquith Nurseries Ltd,"1,000.66",Revenue
Children's Services,05/01/2010,Safeguarding & Specialist Services,Asquith Nurseries Ltd,"1,020.00",Revenue
Children's Services,04/02/2010,Safeguarding & Specialist Services,Asquith Nurseries Ltd,"1,020.00",Revenue
Children's Services,09/03/2010,Safeguarding & Specialist Services,Asquith Nurseries Ltd,"1,020.00",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Asquith Nurseries Ltd,"1,020.00",Revenue
"Policy,Performance & Planning",22/02/2010,Building Control,Associated Structural Design Ltd,"2,568.09",Revenue
"Policy,Performance & Planning",17/03/2010,Building Control,Associated Structural Design Ltd,"1,204.02",Revenue
Children's Services,26/01/2010,Education & Childcare Services,Astor-Bannerman (Medical) Ltd,"3,908.00",Revenue
Children's Services,15/03/2010,Safeguarding & Specialist Services,Astor-Bannerman (Medical) Ltd,"5,919.67",Revenue
Environmental Services,05/01/2010,Local Transport Plan,ATG Access,568.09,Capital
Environmental Services,29/03/2010,Operations,ATG Access,"1,376.10",Capital
Children's Services,25/02/2010,ISB,Atkey Solutions Ltd,"3,150.00",Revenue
Adult & Community Services,15/03/2010,Housing General,Atkinson & Keene,"1,200.00",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Atkinsons Private Nursing Home,"2,490.54",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Atkinsons Private Nursing Home,"2,249.52",Revenue
Adult & Community Services,22/02/2010,Elderly & Physical Disability,Atkinsons Private Nursing Home,"2,899.96",Revenue
Adult & Community Services,22/02/2010,Elderly & Physical Disability,Atkinsons Private Nursing Home,"1,035.70",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Atkinsons Private Nursing Home,"3,210.67",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Atkinsons Private Nursing Home,"2,490.54",Revenue
Adult & Community Services,05/01/2010,Learning Disability,Atlas Project Team Ltd,"8,161.72",Revenue
Adult & Community Services,05/01/2010,Learning Disability,Atlas Project Team Ltd,"11,523.96",Revenue
Adult & Community Services,05/01/2010,Learning Disability,Atlas Project Team Ltd,"9,182.04",Revenue
Adult & Community Services,05/01/2010,Learning Disability,Atlas Project Team Ltd,"4,418.68",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Atlas Project Team Ltd,"5,439.28",Revenue
Adult & Community Services,02/02/2010,Learning Disability,Atlas Project Team Ltd,"12,758.67",Revenue
Adult & Community Services,02/02/2010,Learning Disability,Atlas Project Team Ltd,"9,036.19",Revenue
Adult & Community Services,02/02/2010,Learning Disability,Atlas Project Team Ltd,"10,165.83",Revenue
Adult & Community Services,01/02/2010,Learning Disability,Atlas Project Team Ltd,"4,892.11",Revenue
Adult & Community Services,08/02/2010,Learning Disability,Atlas Project Team Ltd,"6,022.06",Revenue
Adult & Community Services,23/02/2010,Learning Disability,Atlas Project Team Ltd,"4,734.30",Revenue
Adult & Community Services,25/02/2010,Learning Disability,Atlas Project Team Ltd,"8,744.70",Revenue
Adult & Community Services,25/02/2010,Learning Disability,Atlas Project Team Ltd,"9,837.90",Revenue
Adult & Community Services,12/03/2010,Learning Disability,Atlas Project Team Ltd,"12,347.10",Revenue
Adult & Community Services,12/03/2010,Learning Disability,Atlas Project Team Ltd,"5,827.80",Revenue
Children's Services,10/03/2010,DSG Education & Childcare Services,Atomwide Ltd,"2,400.00",Revenue
Children's Services,18/03/2010,DSG Education & Childcare Services,Atomwide Ltd,"15,709.00",Revenue
Children's Services,18/03/2010,DSG Education & Childcare Services,Atomwide Ltd,"2,400.00",Revenue
Children's Services,18/03/2010,DSG Education & Childcare Services,Atomwide Ltd,"9,562.50",Revenue
Children's Services,29/03/2010,DSG Education & Childcare Services,Atomwide Ltd,817,Revenue
Resources,01/02/2010,Pensions Fund,Atos Origin IT Services (UK) Ltd,645,Revenue
"Policy,Performance & Planning",23/03/2010,Member Services,Atos Origin IT Services (UK) Ltd,539,Revenue
Children's Services,29/01/2010,ISB,Attack Tennis Ltd,650,Revenue
Resources,14/01/2010,Customer Service Centre,Audience Systems Ltd,692,Revenue
Resources,24/03/2010,Customer Service Centre,Audience Systems Ltd,"1,053.35",Revenue
Children's Services,17/02/2010,Children's Services Management Team,Audit Commission,570,Revenue
"Policy,Performance & Planning",06/01/2010,Corporate Management,Audit Commission,"18,293.00",Revenue
Adult & Community Services,18/02/2010,Elderly & Physical Disability,Aura Stationery Limited,"1,050.00",Revenue
Adult & Community Services,17/03/2010,Learning Disability,Aura Stationery Limited,606.47,Revenue
Adult & Community Services,12/01/2010,Elderly & Physical Disability,Austen House Nursing Home,"3,311.15",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Austen House Nursing Home,"4,207.14",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Austen House Nursing Home,"3,800.00",Revenue
Adult & Community Services,15/02/2010,Elderly & Physical Disability,Austen House Nursing Home,"2,990.72",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,Austen House Nursing Home,"3,311.15",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Austen House Nursing Home,"4,207.14",Revenue
Children's Services,04/03/2010,DSG Education & Childcare Services,Autism (GB) Limited,"46,366.88",Revenue
Resources,03/03/2010,CSC,Avalanche Rock Partnership,600,Capital
Adult & Community Services,19/01/2010,Learning Disability,Avenue Sac Day Centre,"1,809.95",Revenue
Adult & Community Services,31/03/2010,Magnet Leisure Centre,Avica UK Ltd,503.98,Revenue
Environmental Services,06/02/2010,Admin Buildings & Depots,AVK/SEG (UK) Ltd,650,Revenue
Environmental Services,10/03/2010,Admin Buildings & Depots,Axis Elevators Ltd,"2,842.50",Revenue
Environmental Services,02/03/2010,Coach & Car Parks,Axis Elevators Ltd,501.67,Revenue
Environmental Services,17/03/2010,Coach & Car Parks,Axis Elevators Ltd,"1,683.50",Revenue
Adult & Community Services,30/03/2010,Libraries & Information Services,Axis Elevators Ltd,680,Revenue
Resources,22/01/2010,Corporate IT,Axzona Ltd,"2,112.00",Revenue
Children's Services,04/02/2010,Safeguarding & Specialist Services,B A A F Registered Charity,"2,467.57",Revenue
Children's Services,10/03/2010,Safeguarding & Specialist Services,B A A F Registered Charity,664.7,Revenue
Children's Services,17/02/2010,Safeguarding & Specialist Services,B Simmons & Son,550,Revenue
Resources,11/01/2010,Audit and Risk Management,Badenoch & Clark,"1,079.38",Revenue
Resources,26/01/2010,Audit and Risk Management,Badenoch & Clark,708.07,Revenue
Resources,09/02/2010,Audit and Risk Management,Badenoch & Clark,984.39,Revenue
Resources,16/02/2010,Audit and Risk Management,Badenoch & Clark,984.39,Revenue
Resources,16/02/2010,Audit and Risk Management,Badenoch & Clark,898.04,Revenue
Resources,03/03/2010,Audit and Risk Management,Badenoch & Clark,"1,062.11",Revenue
Resources,12/03/2010,Audit and Risk Management,Badenoch & Clark,"1,070.74",Revenue
Resources,12/03/2010,Audit and Risk Management,Badenoch & Clark,"1,044.84",Revenue
Resources,16/03/2010,Audit and Risk Management,Badenoch & Clark,"1,053.47",Revenue
Resources,16/03/2010,Audit and Risk Management,Badenoch & Clark,"1,062.11",Revenue
Resources,22/03/2010,Audit and Risk Management,Badenoch & Clark,"1,044.84",Revenue
Resources,31/03/2010,Audit and Risk Management,Badenoch & Clark,"1,027.57",Revenue
Resources,30/03/2010,Council Tax & Business Rates Collection,Bailworth Solutions Limited,"2,562.50",Revenue
Environmental Services,07/01/2010,Local Transport Plan,Balfour Beatty Infrastructure Services Ltd,"1,210.85",Capital
Environmental Services,01/02/2010,Other Highway Services,Balfour Beatty Infrastructure Services Ltd,"153,894.82",Revenue
Environmental Services,05/03/2010,Local Transport Plan,Balfour Beatty Workplace Ltd,"1,210.85",Capital
Environmental Services,17/03/2010,Local Transport Plan,Balfour Beatty Workplace Ltd,"1,210.85",Capital
Environmental Services,30/03/2010,Local Transport Plan,Balfour Beatty Workplace Ltd,"1,210.85",Capital
Environmental Services,05/03/2010,Other Highway Services,Balfour Beatty Workplace Ltd,"68,610.10",Revenue
Environmental Services,24/03/2010,Other Highway Services,Balfour Beatty Workplace Ltd,"183,221.89",Revenue
Environmental Services,24/03/2010,Other Highway Services,Balfour Beatty Workplace Ltd,"55,006.36",Revenue
Adult & Community Services,17/03/2010,General,Banner Business Services Ltd,850.8,Capital
Adult & Community Services,17/03/2010,General,Banner Business Services Ltd,749.49,Capital
Environmental Services,17/03/2010,Operations,Banner Business Services Ltd,576.46,Revenue
Children's Services,17/03/2010,Families & Young People,Banner Business Services Ltd,612.41,Revenue
Children's Services,23/03/2010,Families & Young People,Banner Business Services Ltd,647.79,Revenue
Children's Services,27/03/2010,Families & Young People,Banner Business Services Ltd,839.21,Revenue
Children's Services,29/03/2010,Safeguarding & Specialist Services,Banner Business Services Ltd,591.5,Revenue
Children's Services,29/03/2010,Safeguarding & Specialist Services,Banner Business Services Ltd,"1,540.03",Revenue
Adult & Community Services,03/03/2010,Libraries & Information Services,Banner Business Services Ltd,510.04,Revenue
Adult & Community Services,17/02/2010,Parks & Open Spaces,Barcham Trees Limited,740.05,Revenue
Children's Services,15/01/2010,ISB,Barclays HMG Procurement Card,997.09,Revenue
